MANDT,PROFN,AKTPS,SUBPROF
210,S_DDIC04ZDB,A,S_TABL04ZDB
210,S_DDIC05,A,S_DDIC_AEW
210,S_DDIC05,A,S_DOMA05
210,S_DDIC05,A,S_DTEL05
210,S_DDIC05,A,S_STRU05
210,S_DDIC05,A,S_TABL05
210,S_DDIC05Z,A,S_DDIC_AEW
210,S_DDIC05Z,A,S_DOMA05Z
210,S_DDIC05Z,A,S_DTEL05Z
210,S_DDIC05Z,A,S_STRU05Z
210,S_DDIC05Z,A,S_TABL05Z
210,S_DDIC06,A,S_DDIC_AEW
210,S_DDIC06,A,S_ENQU06
210,S_DDIC06,A,S_MCID06
210,S_DDIC06,A,S_MCOB06
210,S_DDIC06,A,S_VIEW06
210,S_DDIC06Z,A,S_DDIC_AEW
210,S_DDIC06Z,A,S_ENQU06Z
210,S_DDIC06Z,A,S_MCID06Z
210,S_DDIC06Z,A,S_MCOB06Z
210,S_DDIC06Z,A,S_VIEW06Z
210,S_DDIC07,A,S_DDIC_AEW
210,S_DDIC07,A,S_ENQU07
210,S_DDIC07,A,S_MCID07
210,S_DDIC07,A,S_MCOB07
210,S_DDIC07,A,S_VIEW07
210,S_DDIC07Z,A,S_DDIC_AEW
210,S_DDIC07Z,A,S_ENQU07Z
210,S_DDIC07Z,A,S_MCID07Z
210,S_DDIC07Z,A,S_MCOB07Z
210,S_DDIC07Z,A,S_VIEW07Z
210,S_DDIC08,A,S_DDIC_AEW
210,S_DDIC08,A,S_ENQU08
210,S_DDIC08,A,S_MCID08
210,S_DDIC08,A,S_MCOB08
210,S_DDIC08,A,S_VIEW08
210,S_DDIC08Z,A,S_DDIC_AEW
210,S_DDIC08Z,A,S_ENQU08Z
210,S_DDIC08Z,A,S_MCID08Z
210,S_DDIC08Z,A,S_MCOB08Z
210,S_DDIC08Z,A,S_VIEW08Z
210,S_DDIC09,A,S_DDIC_AEW
210,S_DDIC09,A,S_ENQU09
210,S_DDIC09,A,S_MCID09
210,S_DDIC09,A,S_MCOB09
210,S_DDIC09,A,S_VIEW09
210,S_DDIC09DB,A,S_DDIC_AEW
210,S_DDIC09DB,A,S_ENQU09
210,S_DDIC09DB,A,S_MCID09DB
210,S_DDIC09DB,A,S_MCOB09DB
210,S_DDIC09DB,A,S_VIEW09DB
210,S_DDIC09Z,A,S_DDIC_AEW
210,S_DDIC09Z,A,S_ENQU09Z
210,S_DDIC09Z,A,S_MCID09Z
210,S_DDIC09Z,A,S_MCOB09Z
210,S_DDIC09Z,A,S_VIEW09Z
210,S_DDIC09ZDB,A,S_DDIC_AEW
210,S_DDIC09ZDB,A,S_ENQU09Z
210,S_DDIC09ZDB,A,S_MCID09ZDB
210,S_DDIC09ZDB,A,S_MCOB09ZDB
210,S_DDIC09ZDB,A,S_VIEW09ZDB
210,S_DDIC10,A,S_DDIC_AEW
210,S_DDIC10,A,S_ENQU10
210,S_DDIC10,A,S_MCID10
210,S_DDIC10,A,S_MCOB10
210,S_DDIC10,A,S_VIEW10
210,S_DDIC10Z,A,S_DDIC_AEW
210,S_DDIC10Z,A,S_ENQU10Z
210,S_DDIC10Z,A,S_MCID10Z
210,S_DDIC10Z,A,S_MCOB10Z
210,S_DDIC10Z,A,S_VIEW10Z
210,S_DDIC11,A,S_DDIC_AEW
210,S_DDIC11,A,S_INDX01
210,S_DDIC11,A,S_SQLT01
210,S_DDIC11Z,A,S_DDIC_AEW
210,S_DDIC11Z,A,S_INDX01Z
210,S_DDIC11Z,A,S_SQLT01Z
210,S_DDIC12,A,S_DDIC_AEW
210,S_DDIC12,A,S_INDX02
210,S_DDIC12,A,S_SQLT02
210,S_DDIC12Z,A,S_DDIC_AEW
210,S_DDIC12Z,A,S_INDX02Z
210,S_DDIC12Z,A,S_SQLT02Z
210,S_DDIC13,A,S_DDIC_AEW
210,S_DDIC13,A,S_INDX03
210,S_DDIC13,A,S_SQLT03
210,S_DDIC13Z,A,S_DDIC_AEW
210,S_DDIC13Z,A,S_INDX03Z
210,S_DDIC13Z,A,S_SQLT03Z
210,S_DDIC14,A,S_DDIC_AEW
210,S_DDIC14,A,S_INDX04
210,S_DDIC14,A,S_SQLT04
210,S_DDIC14DB,A,S_DDIC_AEW
210,S_DDIC14DB,A,S_INDX04DB
210,S_DDIC14DB,A,S_SQLT04DB
210,S_DDIC14Z,A,S_DDIC_AEW
210,S_DDIC14Z,A,S_INDX04Z
210,S_DDIC14Z,A,S_SQLT04Z
210,S_DDIC14ZDB,A,S_DDIC_AEW
210,S_DDIC14ZDB,A,S_INDX04ZDB
210,S_DDIC14ZDB,A,S_SQLT04ZDB
210,S_DDIC15,A,S_DDIC_AEW
210,S_DDIC15,A,S_INDX05
210,S_DDIC15,A,S_SQLT05
210,S_DDIC15DB,A,S_DDIC_AEW
210,S_DDIC15DB,A,S_INDX05DB
210,S_DDIC15DB,A,S_SQLT05DB
210,S_DDIC15Z,A,S_DDIC_AEW
210,S_DDIC15Z,A,S_INDX05Z
210,S_DDIC15Z,A,S_SQLT05Z
210,S_DDIC15ZDB,A,S_DDIC_AEW
210,S_DDIC15ZDB,A,S_INDX05ZDB
210,S_DDIC15ZDB,A,S_SQLT05ZDB
210,S_DDIC16,A,S_DDIC_AEW
210,S_DDIC16,A,S_INDX06
210,S_DDIC16,A,S_SQLT06
210,S_DDIC16Z,A,S_DDIC_AEW
210,S_DDIC16Z,A,S_INDX06Z
210,S_DDIC16Z,A,S_SQLT06Z
210,S_DMOD01,A,S_DDIC_AEW
210,S_DMOD01,A,S_UDMO01
210,S_DMOD01,A,S_UENO01
210,S_DMOD01Z,A,S_DDIC_AEW
210,S_DMOD01Z,A,S_UDMO01Z
210,S_DMOD01Z,A,S_UENO01Z
210,S_DMOD02,A,S_DDIC_AEW
210,S_DMOD02,A,S_UDMO02
210,S_DMOD02,A,S_UENO02
210,S_DMOD02Z,A,S_DDIC_AEW
210,S_DMOD02Z,A,S_UDMO02Z
210,S_DMOD02Z,A,S_UENO02Z
210,S_DMOD03,A,S_DDIC_AEW
210,S_DMOD03,A,S_UDMO03
210,S_DMOD03,A,S_UENO03
210,S_DMOD03Z,A,S_DDIC_AEW
210,S_DMOD03Z,A,S_UDMO03Z
210,S_DMOD03Z,A,S_UENO03Z
210,S_DMOD04,A,S_DDIC_AEW
210,S_DMOD04,A,S_UDMO04
210,S_DMOD04,A,S_UENO04
210,S_DMOD04Z,A,S_DDIC_AEW
210,S_DMOD04Z,A,S_UDMO04Z
210,S_DMOD04Z,A,S_UENO04Z
210,S_ENTW,A,A_ALL
210,S_ENTW,A,A_IMA_ALL
210,S_ENTW,A,A_IMPR_ALL
210,S_ENTW,A,B_ALE_ALL
210,S_ENTW,A,C_ALL
210,S_ENTW,A,C_CAP_ALL
210,S_ENTW,A,C_CREX_ALL
210,S_ENTW,A,C_CV_ALL
210,S_ENTW,A,C_DISPO_ALL
210,S_ENTW,A,C_KAPA_ALL
210,S_ENTW,A,C_KAPA_CUST
210,S_ENTW,A,C_LFPL_ALL
210,S_ENTW,A,C_PB_ALL
210,S_ENTW,A,C_PB_REO
210,S_ENTW,A,C_PDC_ALL
210,S_ENTW,A,C_POI_ALL
210,S_ENTW,A,C_PPPI_ALL
210,S_ENTW,A,C_PRCHAR_ALL
210,S_ENTW,A,C_PS_ALL
210,S_ENTW,A,C_ROUT_ALL
210,S_ENTW,A,C_SAFK_ALL
210,S_ENTW,A,C_SCP_ALL
210,S_ENTW,A,C_SHE_ALL
210,S_ENTW,A,C_SIGN_ALL
210,S_ENTW,A,C_SOP_ALL
210,S_ENTW,A,E_CS_ALL
210,S_ENTW,A,F_BUCH_ALL
210,S_ENTW,A,F_DERIVA_ALL
210,S_ENTW,A,F_FDIS_ALL
210,S_ENTW,A,F_FICA_ALL
210,S_ENTW,A,F_FICB_ALL
210,S_ENTW,A,F_FILC_ALL
210,S_ENTW,A,F_ISIS_ALL
210,S_ENTW,A,F_ISRE_ALL
210,S_ENTW,A,G_ALL
210,S_ENTW,A,I_PM_ALL
210,S_ENTW,A,J_B_ISBALR
210,S_ENTW,A,K_ABC_ALL
210,S_ENTW,A,K_CCA_ALL
210,S_ENTW,A,K_COPC_ALL
210,S_ENTW,A,K_JOB_ALL
210,S_ENTW,A,K_PCA_AL1
210,S_ENTW,A,K_PCA_ALL
210,S_ENTW,A,K_PLAN_ALL
210,S_ENTW,A,K_RCL_ALL
210,S_ENTW,A,K_REP_ALL
210,S_ENTW,A,K_RKC_ALL
210,S_ENTW,A,K_RKE_ALL
210,S_ENTW,A,L_WM_ALL
210,S_ENTW,A,M_BEFU_ALL
210,S_ENTW,A,M_BILA_ALL
210,S_ENTW,A,M_CHP
210,S_ENTW,A,M_DGM_DEL
210,S_ENTW,A,M_DGM_INS
210,S_ENTW,A,M_DGM_MAIN
210,S_ENTW,A,M_EINK_ALL
210,S_ENTW,A,M_LIS_ALL
210,S_ENTW,A,M_MATE_ALL
210,S_ENTW,A,M_MIPA_ALL
210,S_ENTW,A,M_MTDI_PLA
210,S_ENTW,A,M_MTDI_REP
210,S_ENTW,A,M_OIW_ALL
210,S_ENTW,A,M_PLAF_ALL
210,S_ENTW,A,M_REPR_ALL
210,S_ENTW,A,M_SRV_ALL
210,S_ENTW,A,P_APL_ALL
210,S_ENTW,A,P_BAS_ALL
210,S_ENTW,A,P_PLAN
210,S_ENTW,A,P_TAB_ALL
210,S_ENTW,A,P_TRTM_ALL
210,S_ENTW,A,P_TRV_ALL
210,S_ENTW,A,Q_ALL
210,S_ENTW,A,S_ADM
210,S_ENTW,A,S_ANUEB
210,S_ENTW,A,S_EUMG
210,S_ENTW,A,S_SPO_PAG_AL
210,S_ENTW,A,S_ZENTR
210,S_ENTW,A,V_SD_ALL
210,S_ENTW,A,V_SD_GES
210,S_ENTW,A,W_WWS_ALL
210,S_ENTW,A,X_COBL_ALL
210,S_ENTWBC,A,SAP_NEW
210,S_ENTWBC,A,S_BCDEV
210,S_ENTWBC,A,S_CTS_PROJEC
210,S_ENTWBC,A,S_WEBDYNP
210,S_ENTWBC,A,T_56184365
210,S_ENTW_NEW,A,T_BF_ALL__
210,S_ENTW_SHOW,A,S_ENTW_NEW
210,S_ENTW_SHOW,A,T_ENTW_SH_
210,S_ENTW_SHOW,A,T_ENTW_SH_1
210,S_ENTW_SHOW,A,T_ENTW_SH_2
210,S_ENTW_SHOW,A,T_ENTW_SH_3
210,S_ENTW_SHOW,A,T_ENTW_SH_4
210,S_ENTW_SHOW,A,T_ENTW_SH_5
210,S_IWB_ACTS,A,S_IWB_ALL_CH
210,S_IWB_ACTS,A,S_IWB_ALL_CR
210,S_IWB_ACTS,A,S_IWB_ALL_DE
210,S_IWB_ACTS,A,S_IWB_ALL_DI
210,S_PROG1,A,S_DDIC_AEW
210,S_PROG1,A,S_FUGR01
210,S_PROG1,A,S_PROG01
210,S_PROG1,A,S_PROG_AEW
210,S_PROG1Z,A,S_DDIC_AEW
210,S_PROG1Z,A,S_FUGR01Z
210,S_PROG1Z,A,S_PROG01Z
210,S_PROG1Z,A,S_PROG_AEW
210,S_PROG2,A,S_DDIC_AEW
210,S_PROG2,A,S_FUGR02
210,S_PROG2,A,S_PROG02
210,S_PROG2,A,S_PROG_AEW
210,S_PROG2Z,A,S_DDIC_AEW
210,S_PROG2Z,A,S_FUGR02Z
210,S_PROG2Z,A,S_PROG02Z
210,S_PROG2Z,A,S_PROG_AEW
210,S_PROG3,A,S_DDIC_AEW
210,S_PROG3,A,S_FUGR03
210,S_PROG3,A,S_PROG03
210,S_PROG3,A,S_PROG_AEW
210,S_PROG3Z,A,S_DDIC_AEW
210,S_PROG3Z,A,S_FUGR03Z
210,S_PROG3Z,A,S_PROG03Z
210,S_PROG3Z,A,S_PROG_AEW
210,S_PROG4,A,S_DDIC_AEW
210,S_PROG4,A,S_FUGR04
210,S_PROG4,A,S_PROG04
210,S_PROG4,A,S_PROG_AEW
210,S_PROG4Z,A,S_DDIC_AEW
210,S_PROG4Z,A,S_FUGR04Z
210,S_PROG4Z,A,S_PROG04Z
210,S_PROG4Z,A,S_PROG_AEW
210,S_PROG5,A,S_DDIC_AEW
210,S_PROG5,A,S_DIAL01
210,S_PROG5,A,S_LDBA01
210,S_PROG5,A,S_MENU01
210,S_PROG5,A,S_PROG_AEW
210,S_PROG5,A,S_TRAN01
210,S_PROG5Z,A,S_DDIC_AEW
210,S_PROG5Z,A,S_DIAL01Z
210,S_PROG5Z,A,S_LDBA01Z
210,S_PROG5Z,A,S_MENU01Z
210,S_PROG5Z,A,S_PROG_AEW
210,S_PROG5Z,A,S_TRAN01Z
210,S_PROG6,A,S_DDIC_AEW
210,S_PROG6,A,S_DIAL02
210,S_PROG6,A,S_LDBA02
210,S_PROG6,A,S_MENU02
210,S_PROG6,A,S_PROG_AEW
210,S_PROG6,A,S_TRAN02
210,S_PROG6Z,A,S_DDIC_AEW
210,S_PROG6Z,A,S_DIAL02Z
210,S_PROG6Z,A,S_LDBA02Z
210,S_PROG6Z,A,S_MENU02Z
210,S_PROG6Z,A,S_PROG_AEW
210,S_PROG6Z,A,S_TRAN02Z
210,S_PROG7,A,S_DDIC_AEW
210,S_PROG7,A,S_DIAL03
210,S_PROG7,A,S_LDBA03
210,S_PROG7,A,S_MENU03
210,S_PROG7,A,S_PROG_AEW
210,S_PROG7,A,S_TRAN03
210,S_PROG7Z,A,S_DDIC_AEW
210,S_PROG7Z,A,S_DIAL03Z
210,S_PROG7Z,A,S_LDBA03Z
210,S_PROG7Z,A,S_MENU03Z
210,S_PROG7Z,A,S_PROG_AEW
210,S_PROG7Z,A,S_TRAN03Z
210,S_PROG8,A,S_DDIC_AEW
210,S_PROG8,A,S_DIAL04
210,S_PROG8,A,S_LDBA04
210,S_PROG8,A,S_MENU04
210,S_PROG8,A,S_PROG_AEW
210,S_PROG8,A,S_TRAN04
210,S_PROG8Z,A,S_DDIC_AEW
210,S_PROG8Z,A,S_DIAL04Z
210,S_PROG8Z,A,S_LDBA04Z
210,S_PROG8Z,A,S_MENU04Z
210,S_PROG8Z,A,S_PROG_AEW
210,S_PROG8Z,A,S_TRAN04Z
210,S_RS_ALL,A,S_RS_ADMWB_A
210,S_RS_ALL,A,S_RS_EXPL_A
210,S_RS_ALL,A,S_RS_PLAN
210,S_UTIL01,A,S_DDIC_AEW
210,S_UTIL01,A,S_DEVC01
210,S_UTIL01,A,S_MSAG01
210,S_UTIL01,A,S_PARA01
210,S_UTIL01,A,S_SUSO01
210,S_UTIL01,A,S_UTIL_AEW
210,S_UTIL01Z,A,S_DDIC_AEW
210,S_UTIL01Z,A,S_DEVC01Z
210,S_UTIL01Z,A,S_MSAG01Z
210,S_UTIL01Z,A,S_PARA01Z
210,S_UTIL01Z,A,S_SUSO01Z
210,S_UTIL01Z,A,S_UTIL_AEW
210,S_UTIL02,A,S_DDIC_AEW
210,S_UTIL02,A,S_DEVC02
210,S_UTIL02,A,S_MSAG02
210,S_UTIL02,A,S_PARA02
210,S_UTIL02,A,S_SUSO02
210,S_UTIL02,A,S_UTIL_AEW
210,S_UTIL02Z,A,S_DDIC_AEW
210,S_UTIL02Z,A,S_DEVC02Z
210,S_UTIL02Z,A,S_MSAG02Z
210,S_UTIL02Z,A,S_PARA02Z
210,S_UTIL02Z,A,S_SUSO02Z
210,S_UTIL02Z,A,S_UTIL_AEW
210,S_UTIL03,A,S_DDIC_AEW
210,S_UTIL03,A,S_DEVC03
210,S_UTIL03,A,S_MSAG03
210,S_UTIL03,A,S_PARA03
210,S_UTIL03,A,S_SUSO03
210,S_UTIL03,A,S_UTIL_AEW
210,S_UTIL03Z,A,S_DDIC_AEW
210,S_UTIL03Z,A,S_DEVC03Z
210,S_UTIL03Z,A,S_MSAG03Z
210,S_UTIL03Z,A,S_PARA03Z
210,S_UTIL03Z,A,S_SUSO03Z
210,S_UTIL03Z,A,S_UTIL_AEW
210,S_UTIL04,A,S_DDIC_AEW
210,S_UTIL04,A,S_DEVC04
210,S_UTIL04,A,S_MSAG04
210,S_UTIL04,A,S_PARA04
210,S_UTIL04,A,S_SUSO04
210,S_UTIL04,A,S_UTIL_AEW
210,S_UTIL04Z,A,S_DDIC_AEW
210,S_UTIL04Z,A,S_DEVC04Z
210,S_UTIL04Z,A,S_MSAG04Z
210,S_UTIL04Z,A,S_PARA04Z
210,S_UTIL04Z,A,S_SUSO04Z
210,S_UTIL04Z,A,S_UTIL_AEW
210,S_UTIL05,A,S_DDIC_AEW
210,S_UTIL05,A,S_SYST01_D
210,S_UTIL05,A,S_UTIL_AEW_D
210,S_UTIL05Z,A,S_DDIC_AEW
210,S_UTIL05Z,A,S_SYST01Z_D
210,S_UTIL05Z,A,S_UTIL_AEW_D
210,S_UTIL06,A,S_DDIC_AEW
210,S_UTIL06,A,S_SYST02_D
210,S_UTIL06,A,S_UTIL_AEW_D
210,S_UTIL06Z,A,S_DDIC_AEW
210,S_UTIL06Z,A,S_SYST02Z_D
210,S_UTIL06Z,A,S_UTIL_AEW_D
210,V_FAKT_ALL,A,S_A.USER
210,V_FAKT_ALL,A,V_FAKTURA
210,V_KONT_ALL,A,S_A.USER
210,V_KONT_ALL,A,V_KONTAKT
210,V_SD_GES,A,V_FAKT_ALL
210,V_SD_GES,A,V_KONT_ALL
210,V_SD_GES,A,V_TRSP_ALL
210,V_SD_GES,A,V_VERK_ALL
210,V_SD_GES,A,V_VERS_ALL
210,V_SYS_ADMIN,A,V_SD_GES
210,V_SYS_ADMIN,A,V_SD_SYS
210,V_SYS_ADMIN,A,V_SYS_TEST
210,V_TRSP_ALL,A,S_A.USER
210,V_TRSP_ALL,A,V_TRANSPORT
210,V_VERK_ALL,A,S_A.USER
210,V_VERK_ALL,A,V_VERKAUF
210,V_VERS_ALL,A,S_A.USER
210,V_VERS_ALL,A,V_VERSAND
210,Z_ANWEND,A,A_ALL
210,Z_ANWEND,A,A_IMPR_ALL
210,Z_ANWEND,A,C_ALL
210,Z_ANWEND,A,C_CAP_ALL
210,Z_ANWEND,A,C_CV_ALL
210,Z_ANWEND,A,C_DISPO_ALL
210,Z_ANWEND,A,C_KAPA_ALL
210,Z_ANWEND,A,C_KAPA_CUST
210,Z_ANWEND,A,C_LFPL_ALL
210,Z_ANWEND,A,C_PB_ALL
210,Z_ANWEND,A,C_PB_REO
210,Z_ANWEND,A,C_PDC_ALL
210,Z_ANWEND,A,C_PPPI_ALL
210,Z_ANWEND,A,C_PS_ALL
210,Z_ANWEND,A,C_ROUT_ALL
210,Z_ANWEND,A,C_SAFK_ALL
210,Z_ANWEND,A,C_SOP_ALL
210,Z_ANWEND,A,F_BUCH_ALL
210,Z_ANWEND,A,F_FDIS_ALL
210,Z_ANWEND,A,F_FICA_ALL
210,Z_ANWEND,A,F_FICB_ALL
210,Z_ANWEND,A,F_FILC_ALL
210,Z_ANWEND,A,G_ALL
210,Z_ANWEND,A,I_PM_ALL
210,Z_ANWEND,A,K_ABC_ALL
210,Z_ANWEND,A,K_CCA_ALL
210,Z_ANWEND,A,K_JOB_ALL
210,Z_ANWEND,A,K_PCA_AL1
210,Z_ANWEND,A,K_PCA_ALL
210,Z_ANWEND,A,K_PLAN_ALL
210,Z_ANWEND,A,K_RCL_ALL
210,Z_ANWEND,A,K_REP_ALL
210,Z_ANWEND,A,K_RKC_ALL
210,Z_ANWEND,A,K_RKE_ALL
210,Z_ANWEND,A,L_WM_ALL
210,Z_ANWEND,A,M_BEFU_ALL
210,Z_ANWEND,A,M_BILA_ALL
210,Z_ANWEND,A,M_EINK_ALL
210,Z_ANWEND,A,M_LIS_ALL
210,Z_ANWEND,A,M_MATE_ALL
210,Z_ANWEND,A,M_MTDI_PLA
210,Z_ANWEND,A,M_MTDI_REP
210,Z_ANWEND,A,M_PLAF_ALL
210,Z_ANWEND,A,M_REPR_ALL
210,Z_ANWEND,A,P_APL_ALL
210,Z_ANWEND,A,P_BAS_ALL
210,Z_ANWEND,A,P_PLAN
210,Z_ANWEND,A,P_TAB_ALL
210,Z_ANWEND,A,P_TRV_ALL
210,Z_ANWEND,A,Q_ALL
210,Z_ANWEND,A,S_WF_ALL
210,Z_ANWEND,A,V_SD_ALL
210,Z_ANWEND,A,W_WWS_ALL
210,Z_ANWEND,A,X_COBL_ALL
210,Z_ANWENDUNG,A,A_ALL
210,Z_ANWENDUNG,A,A_IMA_ALL
210,Z_ANWENDUNG,A,A_IMPR_ALL
210,Z_ANWENDUNG,A,B_ALE_ALL
210,Z_ANWENDUNG,A,C_ALL
210,Z_ANWENDUNG,A,C_CAP_ALL
210,Z_ANWENDUNG,A,C_CREX_ALL
210,Z_ANWENDUNG,A,C_CV_ALL
210,Z_ANWENDUNG,A,C_DISPO_ALL
210,Z_ANWENDUNG,A,C_KAPA_ALL
